1.8.65.59
1.11.77.199
1.12.58.20
1.22.15.174
1.22.164.199
1.36.80.24
1.44.183.97
1.50.17.25
1.75.91.89
1.78.112.77
1.89.109.156
1.93.37.58
1.100.24.194
1.121.196.144
1.145.120.165
1.166.88.149
1.177.144.176
1.184.72.44
1.192.32.22
2.23.13.23
2.23.21.46
2.24.124.102
2.29.58.33
2.44.53.167
2.46.129.107
2.51.107.37
2.52.71.56
2.54.75.107
2.58.161.182
2.60.2.8
2.60.8.182
2.60.10.57
2.60.10.143
2.60.24.171
2.60.26.154
2.60.30.33
2.60.37.107
2.60.46.148
2.60.49.10
2.60.71.146
2.60.85.139
2.60.91.21
2.60.103.160
2.60.108.23
2.60.122.65
2.60.145.23
2.60.157.162
2.60.178.23
2.60.187.58
2.60.189.25
2.61.45.20
2.77.69.21
2.77.137.36
2.84.6.21
2.84.12.37
2.84.12.41
2.84.13.33
2.87.95.49
2.88.118.181
2.92.35.21
2.92.38.123
2.92.44.4
2.92.44.20
2.92.60.27
2.92.61.21
2.92.61.115
2.92.77.25
2.93.8.128
2.93.8.133
2.93.9.21
2.93.11.163
2.93.19.10
2.93.158.126
2.93.195.22
2.94.21.96
2.94.39.64
2.94.40.20
2.94.41.153
2.94.44.133
2.94.53.21
2.94.57.143
2.94.58.60
2.94.72.15
2.94.76.22
2.94.92.35
2.94.97.26
2.94.99.123
2.94.100.23
2.94.114.22
2.94.114.158
2.94.130.24
2.94.134.36
2.94.144.165
2.94.148.24
2.94.158.24
2.94.158.54
2.94.162.139
2.94.186.9
2.95.4.31
2.95.4.91
2.95.7.22
2.95.13.20
2.95.18.12
2.95.19.24
2.95.24.67
2.95.24.184
2.95.29.137
2.95.56.42
2.95.92.19
2.95.102.194
2.95.140.177
2.95.197.20
2.95.199.24
2.107.73.20
2.108.20.74
2.115.12.66
2.117.0.186
2.129.58.68
2.132.3.88
2.132.9.124
2.132.14.24
2.132.15.9
2.132.15.45
2.132.22.12
2.132.22.105
2.132.24.51
2.132.28.20
2.133.7.21
2.133.43.22
2.133.43.46
2.133.50.197
2.133.73.96
2.133.186.165
2.133.193.21
2.133.196.21
2.133.197.31
2.133.199.20
2.133.199.22
2.134.1.3
2.134.2.8
2.134.3.64
2.134.5.132
2.134.7.21
2.134.8.104
2.134.8.175
2.134.9.88
2.134.10.101
2.134.11.40
2.134.144.108
2.134.148.24
2.135.17.44
2.143.156.133
2.145.3.106
2.146.109.154
2.155.13.135
2.165.130.82
2.170.98.23
2.184.133.21
2.192.70.21
2.192.105.169
2.192.188.172
2.193.80.121
3.29.27.114
3.63.58.71
3.64.30.109
3.91.74.68
3.94.1.63
3.98.169.144
3.99.60.70
3.105.168.172
3.106.90.199
3.106.94.64
3.106.94.69
3.109.165.23
3.113.117.139
3.125.156.92
3.140.129.139
3.148.95.71
3.153.25.36
3.160.23.58
3.160.74.24
3.164.132.20
3.182.37.194
3.190.52.21
3.190.112.146
3.197.182.78
4.23.23.171
4.23.49.197
4.32.36.22
4.53.9.198
4.71.138.95
4.71.138.122
4.71.153.58
4.73.125.22
4.74.11.149
4.74.19.135
4.78.67.21
4.78.67.29
4.78.67.61
4.78.67.64
4.78.67.94
4.79.66.66
4.88.67.196
4.89.91.132
4.106.141.62
4.121.62.196
4.154.128.65
4.170.16.75
4.195.2.46
5.16.140.22
5.45.72.122
5.72.35.24
5.75.174.86
5.78.135.30
5.93.86.20
5.96.159.36
5.112.121.49
5.113.38.36
5.116.185.61
5.129.191.161
5.129.191.162
5.138.88.105
5.145.22.46
5.167.36.45
5.178.60.190
5.186.154.152
5.193.102.22
6.1.70.20
6.14.121.104
6.15.190.122
6.24.192.66
6.40.4.133
6.40.88.22
6.55.19.96
6.101.133.34
6.120.36.20
6.120.36.194
6.135.42.52
6.187.30.128
6.192.38.120
6.195.148.37
6.197.181.30
6.197.181.31
7.18.68.24
7.34.7.21
7.48.30.177
7.68.45.120
7.85.160.34
7.91.195.169
7.103.82.21
7.111.92.120
7.111.138.20
7.117.135.86
7.144.146.131
8.4.59.24
8.4.59.117
8.4.59.124
8.4.59.135
8.4.59.136
8.4.59.174
8.4.59.178
8.4.59.198
8.12.43.34
8.17.32.51
8.17.80.21
8.28.111.44
8.33.109.155
8.42.122.153
8.68.99.22
8.69.192.62
8.96.1.104
8.122.88.44
8.131.54.104
8.135.28.20
8.138.32.165
8.152.121.184
8.152.121.185
8.152.169.32
8.168.46.53
8.179.137.50
8.179.137.54
8.180.98.87
8.191.111.125
8.191.129.21
9.10.130.20
9.11.196.22
9.54.56.144
9.60.199.20
9.61.62.22
9.77.175.135
9.83.100.20
9.91.186.127
9.104.92.131
9.104.92.139
9.106.183.20
9.115.138.170
9.122.44.25
9.123.70.47
9.123.110.154
9.123.110.159
9.123.111.99
9.147.61.21
9.156.83.194
9.161.190.54
9.162.150.103
9.163.96.24
9.163.96.29
9.166.83.44
9.169.145.80
9.188.136.116
9.191.37.193
11.2.15.196
11.8.65.52
11.11.77.199
11.12.58.20
11.14.17.54
11.18.83.20
11.25.60.106
11.45.71.43
11.50.17.25
11.73.10.182
11.79.112.163
11.93.37.58
11.120.148.122
11.134.81.23
11.143.58.115
11.145.124.63
11.152.108.62
11.161.153.23
11.166.8.158
11.168.6.86
11.180.147.124
11.186.27.61
11.190.16.172
11.190.28.166
11.192.32.22
11.192.59.114
12.0.71.177
12.13.94.22
12.14.84.67
12.16.186.2
12.17.179.29
12.23.10.30
12.24.124.102
12.32.88.30
12.33.0.173
12.33.90.66
12.34.126.70
12.43.188.72
12.45.50.24
12.46.62.22
12.46.74.22
12.47.46.24
12.51.72.38
12.52.126.32
12.55.28.162
12.68.114.188
12.77.137.36
12.87.95.49
12.110.116.165
12.130.107.115
12.135.55.155
12.148.136.79
12.150.110.177
12.150.110.179
12.150.110.180
12.150.110.181
12.151.68.182
12.151.195.22
12.154.140.69
12.157.39.22
12.157.186.42
12.161.100.49
12.163.125.161
12.167.39.75
12.167.111.78
12.170.98.23
12.189.158.84
12.191.44.111
12.192.120.67
12.197.109.7
12.199.113.22
13.11.33.117
13.11.101.146
13.18.112.131
13.73.40.105
13.73.40.106
13.75.196.130
13.82.96.106
13.91.74.68
13.94.180.45
13.98.169.144
13.106.94.62
13.114.63.24
13.114.66.22
13.125.156.92
13.129.192.76
13.133.126.24
13.140.129.139
13.140.142.96
13.148.95.71
13.160.23.58
13.164.132.20
13.166.121.107
13.173.20.187
13.174.44.134
13.174.44.135
